business_id,name,city,state,main_category,business_avg_stars,review_count
ApcMztKwhVYYCceDX1L5qQ,Edison's Entertainment Complex,Edwardsville,IL,Active Life,3.5,88
zkdDg7kPOgZssR2a19itbw,Features Costumes,Tampa,FL,Costumes,3.5,8
ZyOqGKdr5JetY4jgD_UoGw,The Cheezy Cajun,Bywater,LA,Breakfast & Brunch,4.0,95
f8GG-nvuzMpcGIs3cbKUkw,Mexico City Grill,Fishers,IN,Mexican,3.5,63
2J6x5uYTXbJzTHbQN1W6eA,Tim Hortons Cafe & Bake Shop,Saint Louis,MO,Coffee & Tea,3.0,14
E97mf8QfK5NWwqSiac_IAw,The Vintage Haberdashery,Saint Louis,MO,Men's Clothing,4.5,29
zedtiorJSVxjpqMKdyp9TA,Bully's Sports Bar & Grill,Reno,NV,Bars,3.0,116
69MquJNC3BpgOZvHtutZ-w,Catrina's,Edwardsville,IL,Bars,4.0,105
AWnzFqIrlkLAKTc46_zmEg,Mena's Palace,New Orleans,LA,Restaurants,4.0,337
dTvffuPtnhOSwSNuKP7BxA,Aloft Tampa Downtown,Tampa,FL,Venues & Event Spaces,3.5,158
fnIa2fX5as2xkSZRxleQTw,Anderson Design Group,Nashville,TN,Home Decor,5.0,12
I9DCtzUgR4gamBFMVsdY8g,Capital Beer,Philadelphia,PA,Chinese,3.5,75
rQ2CSHRkZSn5WCu7OfVI-Q,Trend Eye Care,Philadelphia,PA,Health & Medical,5.0,193
KJK4cCS1Toi7qzpOxcvhFg,La Encantada,Tucson,AZ,Shopping Centers,4.0,88
zrd6bulYNAKhCdSVtJ8aXQ,Texas Roadhouse,Sicklerville,NJ,American (Traditional),4.0,203
tpbBttkFdD4bKdUvmslspg,RedRock Bar,Reno,NV,Cocktail Bars,4.5,23
-nXZLIhPQcYYJiLI3weqGQ,Hopewell Valley Vineyards,Pennington,NJ,Food,4.0,133
yRl9k0zm6kWz9LMGqebaIw,The Retreat,Tampa,FL,Local Flavor,3.5,51
8aJGAFGnzp466KkposGQtA,Furry Friends Pet Grooming Shop,Saint Petersburg,FL,Pets,5.0,17
vF32KjPs8BgltSa484P1Yg,Euro Grill,Nashville,TN,Restaurants,4.0,26
LF2nKVz9o8KIkBPkJkZu9w,PetSmart,Tucson,AZ,Pet Services,3.5,39
chiCJxgwtLRxG1VO_H9kxg,Skin & Beyond Day Spa,Franklin,TN,Skin Care,1.5,9
6kpEWkDPANbhuNWFQKVk1g,Valvoline Instant Oil Change,Delran,NJ,Oil Change Stations,4.0,33
6_Zf2QsRHCH1RhbzA9inyw,Starbucks,Tampa,FL,Coffee & Tea,3.0,56
xUw6pfJXn4OFt071iUc7VA,PetSmart,Saint Louis,MO,Pet Stores,2.5,59
Ouz6NevgUHn-rGXbcw7DOQ,American Thrift,Philadelphia,PA,Fashion,3.5,24
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,Tampa,FL,Restaurants,3.0,140
6OBV0LXFHVQoUWuQxJxtwA,Fulin's Asian Cuisine,Mt. Juliet,TN,Thai,3.0,126
OTBWyXkNsBYHqIlXJXnEDA,Starbucks,Philadelphia,PA,Food,3.0,39
F3dxQiOwN55rSLw-BNSq6A,Sweet Alley,Goleta,CA,Acai Bowls,4.0,51
cXEx8dhmoFZcsJjXS2lLuQ,The Pasta House,Saint Louis,MO,Italian,3.5,51
mZlz6wq17Vl0wEokdpPdWg,Banko Overhead Doors,Tampa,FL,Home Services,4.5,190
quv6eMqyJ1NIkjPgIgS65g,Gasparilla Pirate Festival,Tampa,FL,Local Flavor,4.5,31
C7ZNfxgDQWinNzRfTkevxg,The Men's Club Barber Shop,Philadelphia,PA,Barbers,4.5,62
eaVcAlPmz-3C2ICy4zqbfw,Sport Clips Haircuts of Del Monte Plaza,Reno,NV,Men's Hair Salons,3.5,42
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,Philadelphia,PA,Restaurants,4.0,67
oCtDz1M-m-iYH1cG2o4mtA,Foodie Call,New Orleans,LA,Food Trucks,4.0,23
wUEbysNWCtMSQAio6Ktn6Q,Lucianis Pizzeria & GRILL,Fort Washington,PA,Pizza,3.0,22
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,Nashville,TN,Burgers,1.5,37
1pkuCWlH3iEuUAQVHpIuHQ,China Star,Philadelphia,PA,Cantonese,3.0,10
36Q5EJgO77DgSEAn_bQkOQ,After Hours TV Repair,Goodlettsville,TN,Local Services,4.5,8
BVXb9Ed_wxPR9Av0NNs_6A,Ooh La La Nail Spa,Indianapolis,IN,Nail Salons,4.0,131
Xyg68duCaWR4c-GW3Ob7Tw,Food Source,Reno,NV,Shopping,3.5,32
D4n4j_pBOhDJB6u1LRFaew,Dierbergs Markets,Saint Louis,MO,Bakeries,3.0,72
vSDWf09331AD44yrIW8BTQ,Happy Retales,Brentwood,TN,Pet Services,4.5,43
hEMNTKjcnhHxw9NRprl3Jw,Beagle Tavern,Norristown,PA,Sports Bars,3.0,15
LCpHFLUQhVMhfpNngtf_Ew,The Mustard Seed Restaurant,Reno,NV,American (New),4.0,157
A21srfWbl97OWsCn2lK-0Q,El Gallo Grande,St. Petersburg,FL,Beer,3.5,157
uVJkqQ1U9MH7hBorrwGhBg,Wishbone,Philadelphia,PA,Thai,3.5,191
fM3rm3tcEcEOaH1mSrXkrA,Alma Llanera Venezuelan Food,Pinellas Park,FL,Restaurants,4.5,124
q40E5X_HdjeM_Kl1BE7Gtg,Orchid Thai Foods,Tampa,FL,Asian Fusion,4.5,62
_KSRzh-ZxwKB3YcRlZQsGA,Dairy Joy,Tampa,FL,Food,4.5,129
5IuNk11gNgjlhqEZHtNGNg,Pair Restaurant,Boise,ID,American (New),3.5,7
z55MjytBCcIza_LFT73Lzg,Palm Avenue Sandwich Shop,Tampa,FL,Sandwiches,4.0,41
jsQQu9rVerR3OGxIa0hRQQ,Kelly's Taproom,Bryn Mawr,PA,Bars,3.0,63
i6kNeNRrER8ocnpkBJ3wBA,Drexel Hill Pizza & Grill,Drexel Hill,PA,Restaurants,3.0,54
GWUkk9aKgvE4iRbDmJtuVw,Mo' Ziki,Largo,FL,Restaurants,4.0,23
9PWXCCgVpTMNQERLUAl5fw,Silver Door Spa,Carmel,IN,Skin Care,3.5,20
_9_aqbw4ak8qFskzxHxrpQ,University Family Fun Center,Philadelphia,PA,Active Life,4.0,38
4vRKXeFjdXvGZkmHYUdo6Q,Third Degree Glass Factory,Saint Louis,MO,Venues & Event Spaces,4.5,82
5vGeF12-lyJWAtuA03OGZA,Social Modern Pub,Edmonton,AB,Gastropubs,4.0,10
eqkMWSnLKPkpFvW0XCQd4A,TownePlace Suites by Marriott Boise Downtown,Boise,ID,Event Planning & Services,4.0,40
nYjYDOizyNTJOpMSQTeriQ,Black Lab Breads,Wilmington,DE,Food,4.5,23
f88P1gIbRpRzsYAHj9hGdA,Sid Booker's Shrimp,Philadelphia,PA,Restaurants,3.5,59
Hp3Ony7yW60VPuWHQFIIHA,Frady's One Stop Food Store,New Orleans,LA,Delis,4.5,73
r7WwdseoJpfna4a57qeiag,Chipotle Mexican Grill,Carmel,IN,Fast Food,3.0,50
bn4N0bxa-u-kBaKLwU893w,Arby's,New Orleans,LA,Restaurants,2.5,38
xtbAqP_Ftb3kYJ53Hv6H5w,Top China Buffet,Wilmington,DE,Restaurants,2.5,5
qma1sGQv7ArUtzuUTQElRg,Katie's Pizza & Pasta Osteria,Town and Country,MO,Pasta Shops,4.0,313
YNBFfSUfJIzqha7GdzcueA,A.C. Moore Arts and Crafts,Wilmington,DE,Shopping,2.5,8
RCy4M2ND4YK0uRbodV_v8g,Starbucks,New Orleans,LA,Coffee & Tea,3.0,73
qVTTPVz4W91yJiQMrK-R1A,MOD Pizza,Oro Valley,AZ,Restaurants,4.0,117
FJlYldo1NcoyKMG2YKWywA,MD Oriental Market,Tampa,FL,Ethnic Food,4.0,122
3C9l3PNoadQ9U2JEb-Qtpg,Bar Louie - Carmel,Carmel,IN,Restaurants,3.5,186
jC9FZXCw5as-pMAuHIMt5g,Walmart,Glenolden,PA,Grocery,1.5,52
NSOQiCdvojQjKOAXcr8WVQ,Dom's Shoe Repair,Philadelphia,PA,Shoe Repair,4.0,36
Gk2RW_SjR43QGCTJ-Tf1bw,Planet Fitness,Franklin,TN,Gyms,3.5,31
LzT90kqhD4qerJUwk8Bs_Q,Yoga Flow,Tucson,AZ,Fitness & Instruction,5.0,13
GJRL2aR72jk7xnQh3hn1fA,Cracker Barrel Old Country Store,Plymouth Meeting,PA,Event Planning & Services,3.0,215
goexJ699bcLWGtL0E1G_GA,The Alexander,Indianapolis,IN,Event Planning & Services,4.0,204
xsYbbmEfbeob2y1qcsojtw,King of Pizza,Berlin,NJ,Restaurants,3.0,53
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,Franklin,TN,Restaurants,4.0,157
6b37vAUH8pgqWfmXjlUqUA,The Home Depot,Nashville,TN,Nurseries & Gardening,3.0,24
Af2UlNzQSiZCapJ6qtwu6g,TFA The Future Antiques,Saint Louis,MO,Home & Garden,4.0,57
g1F1ZdYC6Rzl3lGjrKxrbA,Alfredo's Italian Byo West Chester,West Chester,PA,Pizza,3.5,15
-9yzQQ0d_rcOD2CzdTNO_Q,McDonald's,New Orleans,LA,Fast Food,2.0,20
-gZPRSuaHJG7PYHAGFmqdQ,Osaka Sushi,Brandon,FL,Nightlife,4.0,52
IDITmPV4olLuRHdnQ9m9BQ,Katsumi's Teaching Kitchen,Beech Grove,IN,Education,5.0,21
tAgPg486Nj2Ag5rsKr6kwA,Clarkson Eyecare,Brentwood,MO,Ophthalmologists,3.5,31
uLFYJMfgU77YuQYiVOut2g,Premier Window Tinting,Reno,NV,Auto Glass Services,5.0,130
e9PVKENPHM1dyyTmaBP93w,Mangia Italian Restaurant,Carmel,IN,Restaurants,3.5,21
0A2w6ViIzZ-T-pB1a8da6A,Manhattan Bagel,Chester Springs,PA,Event Planning & Services,2.0,32
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,Philadelphia,PA,Restaurants,4.5,183
aIflpZXlmofFGelTlqgGEQ,Inchin's Bamboo Garden,Nashville,TN,Chinese,4.0,151
QExWORi8kxwQGdXlFXRc-Q,Frank's Diner,Hudson,FL,American (Traditional),3.0,30
G_gkdBVK8N5Sp9CSGnYeMw,Shapiro's Delicatessen,Carmel,IN,Bagels,4.0,38
Wc-c_hQK4vFCl9keeVTUZw,Felix's Restaurant & Oyster Bar,New Orleans,LA,Restaurants,3.5,255
TVQUP53ASLlY7UWz3QRWhQ,CVS Pharmacy,Tucson,AZ,Pharmacy,3.5,7
SVSafDWg9r2Q5XEVOLPSSA,Chinese Duck House,Reno,NV,Cantonese,3.5,250
ulwns2OavT81v6zG-Sk6ng,Wawa,New Castle,DE,Food,3.0,8
uaKXyCNVXWdfOOdbM88pMA,Liborios Latin Cafe,Tampa,FL,Breakfast & Brunch,4.0,125
B-NqcrIhvzCIkLCCpmhdvg,Soda Fountain Square,Saint Louis,MO,Food,3.5,17
Qx2G3vuLAJmCoNCBG05OlA,Anthonys Cigar Emporium,Tucson,AZ,Shopping,4.5,24
MYMLQfzRv8x7aO-bv9vpFg,Five Guys,Boise,ID,Specialty Food,2.5,36
lbJ5QUeszGeUTUdCYWGfyg,The Green Truck Moving & Storage Company,Nashville,TN,Local Services,3.5,120
Y-2Vjxwv5TbV_Wfnxei6Vg,The Soup and Sandwich,Sherwood Park,AB,Soup,4.5,8
9sdu-m075T6qdB46wXP46w,Krispy Kreme,Nashville,TN,Food,3.0,65
wDwK7Im_rXO5nVeQn4lc3g,Hot Stuff Spicy Chicken and Fish,Antioch,TN,Restaurants,3.5,129
045OaGx0yr89LpLhuT_bfQ,Adonia Skin Wellness Spa,Pinellas Park,FL,Skin Care,4.5,11
-kGUmgyeYcNDcuEr4FoVeA,Black Rock Pizza,Sparks,NV,Pizza,4.0,169
UYxGgnJ4Z2lOehK23HSIlw,Mister Car Wash,Tampa,FL,Auto Detailing,2.5,133
HPVpxcwDVjgZatc4M8bEnw,Frazer Diner,Frazer,PA,Restaurants,3.5,51
qlC5ojQRLe26shP1Kt7hQg,Waffle House,Avondale,LA,Diners,2.5,27
KOprnHl3K-oXWszxZKESow,Zeal Coffee Roasters,Lutz,FL,Coffee & Tea,4.5,34
YUgBxcFYNpKAszL-8L3WRA,29 Armstrong,Edmonton,AB,Furniture Stores,4.5,7
y_JZFlF-4fwSIn4RJ2vMGw,Italiano's,Philadelphia,PA,Desserts,4.5,51
KMJwUFT2nK6uBfaBULv_mg,Sugar Rush Cupcakery,Boise,ID,Food,4.5,82
s5tg9sBfO3FhJyvivXe15A,Bank of Tucson,Tucson,AZ,Banks & Credit Unions,2.5,7
VD4Rdyj0tauBckrTYgIcpQ,The Concourse at Comcast Center,Philadelphia,PA,Restaurants,3.0,48
HjQO6KoOsdNk-rHpYwYfNQ,Frontenac Grill,Frontenac,MO,Food,3.0,22
7utsfp2dXJ09j8Gb9hAIvA,Suzy-Jo Donuts,Bridgeport,PA,Restaurants,4.5,89
e_9qxd4k6z58I9-b3vBxBA,Pho Anh Sang,St Albert,AB,Vietnamese,3.0,19
0l0R_1x2RC8pEwP-OG6UxA,Roberts Meats And Catering,TAMPA,FL,Restaurants,3.5,72
D2gONomZQyRjxR3TMHJovw,Wawa,Philadelphia,PA,Sandwiches,3.0,79
CXYlEb_u1Wf63-xGeVpo1g,Farm To Fork Eatery,Sherwood Park,AB,Restaurants,3.5,10
WDXC3W5lDt2pK2qvw6ds3Q,Tortugas Mexican Eatery,Collegeville,PA,Food,3.0,106
pEYs1oVeJ6YM2SG5WEr5Pg,Burger Theory,Indianapolis,IN,Burgers,4.0,86
tktIlgtPoujwsPh4B28_Ww,Massage Envy - Palm Harbor,Palm Harbor,FL,Health & Medical,3.5,23
8-AIbFaP6GP9BwHZdclBog,Oh Yoko!,Cherry Hill,NJ,Specialty Food,4.0,108
CLt1k_vtdU962GZGl5U48g,Kitchen K,Saint Louis,MO,Restaurants,3.0,33
ELKgARoj5UNjQXUkX8T8KQ,Laundromat,Indianapolis,IN,Local Services,4.5,78
cxupofYLq46bxBHpKyFwsQ,Wyndham New Orleans - French Quarter,New Orleans,LA,Event Planning & Services,3.0,266
avcOkMsnFse9D-DpIimYkA,U-Like Asian Buffet,Tucson,AZ,Asian Fusion,2.5,98
J2Jl-zmU7bjKsc9JZ65c-Q,Fill A Bagel & Breads,Jenkintown,PA,Coffee & Tea,3.5,146
qxDVtIq0EtvOtVKDwbYOiQ,Tony Roma's,Edmonton,AB,American (Traditional),2.5,26
qb-oj3JA1pIl1ff6mgeJVw,Cardinals Car Wash,Rock Hill,MO,Automotive,4.0,17
scoHdh0XDA_W7xAZW3zAKQ,Boise Bistro Market,Boise,ID,Food Delivery Services,4.5,33
WOLpG8XUvwC_I3sjNdqD7g,O'Fallon Family Sports Park,O'Fallon,IL,Playgrounds,4.0,14
k9W1gDPg4TziOTqY_xjTyQ,Friendly's,Wilmington,DE,Food,3.0,35
REns5fQe45Nk_D2UwQyr0w,Barra Restaurant,Philadelphia,PA,Restaurants,2.5,117
ga7jZd-JccpMqdSTgY2lUA,Marjie's Grill,New Orleans,LA,Barbeque,4.5,172
0JoB3ThhI-DS78-1Ks1EUQ,Hibachi 2 Go,Philadelphia,PA,Sushi Bars,3.5,105
DptW6vZmrd7ttS0RCaWx2w,Xwrecks Restaurant & Lounge,Edmonton,AB,Restaurants,2.0,7
Da5ZETrK-tkV0m9Y3hTI8w,Beck Toyota,Indianapolis,IN,Auto Parts & Supplies,3.0,51
vwWPyZSLtggyIFzmhk4PLQ,Moe's Southwest Grill,Gretna,LA,American (Traditional),3.0,9
LPsDgUgSSnDItZAeY1fUmg,Villaris by the Pike,Laurel Springs,NJ,Bars,3.0,14
f43AIP_4AV2XSng0_LXI_A,Waffle House,New Orleans,LA,Breakfast & Brunch,3.0,31
SySSMQNIfXN4KZyMtEukEw,Boizao,Tampa,FL,Steakhouses,3.5,66
I8eSWVzc_y9ORuKWgl07Tw,European Wax Center,Philadelphia,PA,Beauty & Spas,4.0,298
g_0U8kzf5iTMJ-I9E3MWlA,McDonald's,St. Petersburg,FL,Coffee & Tea,2.0,32
v8mZvt446HYQDGMCckBubQ,Indiana Convention Center,Indianapolis,IN,Event Planning & Services,4.0,96
vejvKBD-Gu0qE6Nq2ap5Iw,Fred E Marquis Pinellas Trail,Largo,FL,Active Life,4.0,29
5v9Voa4a5MON7mAQO3gV3A,Montesano Bros Trattoria & Catering,Chester Springs,PA,Sandwiches,4.5,97
s1PNBO9o5jIgNd5YWUDLXQ,The Independent Hotel,Philadelphia,PA,Hotels,3.5,123
jSr8KHVtQWgC_S_xNyrG5w,Dream Tea House,Edmonton,AB,Coffee & Tea,4.0,65
JBGmPq8haIiGguA-p8pK4A,Broadway Theatre of Pitman,Pitman,NJ,Cinema,4.0,24
8AKqLWMjkvzZ0TMakov2xg,Diablo's Sports Bar and Grill,Tucson,AZ,American (New),2.5,15
7O7YHTUB3uqXHsQSLKR0SA,El Jefe Restaurant & Mexican Grill,Newark,DE,Nightlife,3.5,69
zTdUzhwCUDglY6bHJUEuzg,Kabuki Sushi and Grill,Edmonton,AB,Sushi Bars,3.5,38
_PRReGRG73wT8edwsfWbuQ,Tower Grove Farmers' Market,Saint Louis,MO,Food,4.5,73
DOEdwWznWZ3wx6tsNk28Bg,Paragon Jiu Jitsu and Kickboxing,Santa Barbara,CA,Brazilian Jiu-jitsu,4.5,77
0IG9w6YCkh-z5pnfSip6Nw,Tasty Noodle,Edmonton,AB,Chinese,3.5,64
7ENaqdbPmYGSFaa8tXZzFA,Enterprise Rent-A-Car,Philadelphia,PA,Car Rental,4.0,20
Ou8xVbr-Sj7MSetBxTudMQ,Berry Creamy Frozen Yogurt,Deptford,NJ,Do-It-Yourself Food,4.5,14
1wC41D8PLqOldFPUVAZ3tA,Jimmy John's,St. Louis,MO,Food,2.5,43
MnKgN5crTUuxROY2aoadtQ,Plush,Saint Louis,MO,Music Venues,3.5,69
RLr68X0R9xlT2DiXtbkPRA,Who Cares Wear,Edmonton,AB,Fashion,3.0,17
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,Mediterranean,4.5,158
LQXYptD4go9M3JNZonHMhw,Clear View Vision Care,Tucson,AZ,Health & Medical,4.5,11
D22mY6Lmf_32hh5-ESXFPw,Reno Cycling & Fitness,Reno,NV,Sporting Goods,4.5,25
ZznSNkRERGH8l-wSFJKsEA,McDonald's,Edmonton,AB,Fast Food,1.5,11
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,Hernando Beach,FL,Nightlife,4.0,214
gjdY_sQ_1AAESojSOshrOA,Agora,Tampa,FL,Shopping,3.5,21
bguzzvkFJ2gPGvtvXwfPCQ,The Yoga Garden Philly,Philadelphia,PA,Active Life,4.5,55
5eHCzcKiJ0hQvy6qjYuMSQ,Basil Fusion Bistro,Clearwater,FL,Vietnamese,4.0,36
YM9q2KvGi-YYX1McNo0fYw,Tucson's Loop Bicycle Shop,Tucson,AZ,Bike Repair/Maintenance,5.0,6
x2J-YIFeGZ-nsezzooVA9g,Twenty 21,Philadelphia,PA,Restaurants,3.0,8
ZB8fLbDH2gK2Ms2LqlqPWw,Safeway,Tucson,AZ,Grocery,2.0,11
toNBqXtpFxM6iRqaJj4-Kg,Charming Charlie - Des Peres,Des Peres,MO,Fashion,4.0,9
t5tBd4p7BA7hNDitBUXxrw,Boise Therapeutic Massage Center,Boise,ID,Massage,4.0,68
d7qakwHU-hsjUgf2VypdHA,Bhann Thai,Earth City,MO,Restaurants,3.0,47
znsHfZ2seiCAiO8NGQm8-Q,Dallas Bull,Tampa,FL,Venues & Event Spaces,3.5,57
_TANOcxwIOmQhk1mnXaj7w,Wendy's,Reno,NV,Hot Dogs,1.5,51
TI4p9i21JONcud4TigOn0Q,Olive Garden Italian Restaurant,Voorhees,NJ,Salad,3.0,69
ByTZJsTDDhvOYKCj7uoy4w,Rumours Wine and Art Bar,Nashville,TN,Nightlife,3.0,29
zy7uNOvpykrq-XlmDY_wHA,Sadiki's Restaurant & Lounge,Philadelphia,PA,Food,3.0,6
jRLskcm_icZIKs81mYC4iQ,Abyssinia Ethiopian Restaurant,Indianapolis,IN,Restaurants,4.5,168
Up0a_4ZYoU5tTN6HXq59Lw,Jonny's Sports Bar,Nashville,TN,American (Traditional),3.5,47
g_nLH7QGP3_l1eE-7JWhwA,Smees Alaskan Fish Bar & Marketplace,Reno,NV,Seafood,4.5,97
N0IleW0j5d_jYP0v2nVMXg,The Hot Spot,Nashville,TN,Food,3.5,8
p24n1vScP_MHxJVPrao-jA,Cairdeas Coffee,Saint Louis,MO,Food,4.0,14
gzln_L7ch8z-Ob6autmumw,Trip's Diner,Seminole,FL,Salad,4.0,223
1rLip0b2JU4Golydi7rS5g,Papa John's Pizza,Conshohocken,PA,Restaurants,2.0,19
XulpsPGP6Zy1C9tbezUazg,The Avenue Clothing Company,Edmonton,AB,Shopping,3.0,14
iIJDIIUVmcvFUZrgnj983g,Sierra Car Wash,Reno,NV,Automotive,3.0,109
_3m2qyCqx2pnDNyo5vYM3g,Stone Creek Zionsville,Zionsville,IN,Wine Bars,4.0,206
saJFbz12EnzanelpD8_xXQ,Starbucks,Riverview,FL,Food,2.5,95
rm2XUoqkJn-d5gByPUwamw,Eyesite,Philadelphia,PA,Eyewear & Opticians,4.5,30
p184f-Zvf4ToPwLba0VS4A,Misto Diner,Bensalem,PA,Chinese,3.5,26
pxKusAXJv6shyoRXdbd9Uw,Darrell Waltrip Honda,Franklin,TN,Auto Repair,3.0,104
XgLrkmIqIrD_pl67lAovEQ,The Bourse,Philadelphia,PA,Food Court,2.0,35
tr366vgAkbcpJBVKSdBxZg,Aldertos Fresh Mexican Food,Reno,NV,Mexican,3.5,238
Yeef_hlUbSIRWog3dVortg,Parrilla Grill,Boise,ID,Mexican,3.0,139
m6KZGTxRb9_ZyDpB1G6O1Q,Freddy's Frozen Custard & Steakburgers,Marana,AZ,Food,3.5,112
HDRXhkwl7s9x0e7vO5bXBg,Ulysses S. Grant National Historic Site,Saint Louis,MO,Landmarks & Historical Buildings,4.5,31
GaktVVj3HWX0sVMlCXCWZw,Swill Coffee and Wine,Reno,NV,Wine Bars,4.0,137
7BiIK58dZNSICPN4n4qWmw,Tenno Japanese Restaurant,Nashville,TN,Japanese,3.5,29
rVfe1LHo55A2fworkm_jVw,Capofitto,Philadelphia,PA,Bars,4.5,205
guxzC4GOY1MYY5KqfItwOQ,P J Whelihan's Pub & Restaurant - Oaks,Oaks,PA,Nightlife,3.0,146
AsuCvLDKNati-J0J-3q5ZA,The Donut Refinery,Carmel,IN,Donuts,4.0,79
LUXRw-mr9emGL2gw4otvVA,Benjamin Franklin Bridge,Philadelphia,PA,Automotive,4.5,95
ND87efqHjlD_vOoo8d_-cg,Spanish Springs Grooming Salon,Sparks,NV,Pets,4.0,53
qz8ANVVHdgsyxAfktFabIQ,Uncle Mike's Smokehouse Grill,Plant City,FL,Food,3.0,78
5bBT9M8xCybFd9wVWUYvJA,Pima Community College-West Campus,Tucson,AZ,Education,3.0,13
LRBfRUbmFdD6x5df8ErqqA,Whole Foods Market,Wynnewood,PA,Grocery,3.0,82
yjkwS1lhEBbGCMd0-PK_Tw,Marine Warehouse Aquarium,Tampa,FL,Pets,3.5,31
KLipa53QyO57q4VdyGUQUg,Friend,New Orleans,LA,Men's Clothing,4.0,9
AzwiKZjVqHOxLaYtPAx8lA,Target,Wyncote,PA,Shopping,2.5,37
Q5odYgHa-ApKOPVrEFmRQA,Centro Cantina,Tampa,FL,Music Venues,3.0,107
gSw40iA-LM2XrPeJttMGWw,Fais Deaux Deaux,New Orleans,LA,Bars,3.5,41
CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,Goleta,CA,Restaurants,4.0,228
U3WKSiu7OquPEnRuEchthQ,Sunshine Cafe,Ruskin,FL,Breakfast & Brunch,3.5,31
YwxnKaMrUVtBygE8kagsVw,Jimmy John's,Indianapolis,IN,Delis,2.5,21
A6FDSdfwLPgl2T3ayKllqQ,Chili's Texas Grill,Edmonton,AB,Sports Bars,2.5,20
tl2LT_ZeEZjqV_ubq-exNw,Filthy McNasty's,Reno,NV,Nightlife,3.5,23
0CeDwvLyRVgr-fq-DHk1sQ,Lion's Choice,St. Louis,MO,American (New),3.5,20
bfY9Z5zOihXRrR2aqVqHXQ,Schnucks - Brentwood,Brentwood,MO,Drugstores,2.5,24
BBXw5XPf63YX0fm2dYQzLw,Bar UnCommon,New Orleans,LA,Lounges,4.0,45
FeEYBozUzyVGisE3HPGbBg,Liz Clark Real Estate,Philadelphia,PA,Real Estate Agents,5.0,33
Zz1utCut0psbC4brBjvSEg,Novella Wine Bar,Saint Louis,MO,Nightlife,5.0,56
65S1_pUre8OLfBT42L7L8g,Parnassus Books,Nashville,TN,Books,4.5,86
-7GjicSH_rM8JeZGCXGcUg,Double Decker,Tampa,FL,Bars,3.0,86
ZCURd9PiH4qdEjQfrIZzFg,Maggie's at State and A,Santa Barbara,CA,American (New),3.5,52
t5RIuLUvE5fxr0TaRWxeQg,Il Tartufo,Philadelphia,PA,Italian,3.0,85
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Philadelphia,PA,Food,4.0,105
XlABylkLaLRv8x4HoH5SQA,Save Mart,Reno,NV,Shopping,3.5,48
odu3pNmc_aqySj5Yh7lFQw,Target,Glen Mills,PA,Grocery,4.0,24
Lp7o7wv0-QtupZeZP0QcMg,Jerzee's Sports Bar & Pizzeria,Glenside,PA,Beer,3.5,64
jxfAi7UDmtbhyPw7ZsfKVw,Fellini Cafe of Media,Media,PA,Desserts,4.0,508
dP0ikOU7PzP2an4p-qOALA,Principal Property Management,Tucson,AZ,Home Services,2.0,7
n4Ns3xLRhpkRwglwiQGKVA,Rodeway Inn Center City,Philadelphia,PA,Event Planning & Services,2.5,119
LACylKxImNI29DKUQpWuHw,Burger King,Philadelphia,PA,Restaurants,2.0,32
jsUzVBGEIoer6l_fxbad2A,Homejoy,Philadelphia,PA,Home Organization,3.0,62
Iur3GHkwb4mJfrPhy_-48g,Cocoa's Restaurant & Lounge,Edmonton,AB,Restaurants,2.5,10
iKeIcErytzgR50hffOBLUg,Bake 425,Bryn Mawr,PA,Pizza,4.0,14
toMVWIsPJmS7-LiLAf2AfA,Ippolito's Seafood,Philadelphia,PA,Food,4.0,101
_ic0Q-ptC259Kpu8lIWxTw,Gia's Pizza,O Fallon,IL,Restaurants,3.5,96
eKujDdpZBPRfVBObMCsMqQ,Beacon 430,St Petersburg,FL,Apartments,3.0,31
2oNlM0ANjE8JB0jEwY-mtw,Market Blooms,Philadelphia,PA,Shopping,3.5,33
wgAOla9CZxzuLMyEPvl3Ng,IHOP,Edmonton,AB,Restaurants,3.0,76
ype7l-G4zuw3pmIG-HpvZA,Starbucks,Edmonton,AB,Coffee & Tea,4.0,34
LHSTtnW3YHCeUkRDGyJOyw,Fries Rebellion,Quakertown,PA,Beer Bar,3.5,103
PqW2yYel66W0lhZXemH-ZQ,St Louis Cat Clinic,Saint Louis,MO,Pets,4.5,24
azB2E8lHTsKlQfC_0dzmZQ,Casablanca Barber Shop,St. Petersburg,FL,Beauty & Spas,4.0,50
WclNCueEJrticBESo1Z1mQ,Baskin-Robbins,New Orleans,LA,Ice Cream & Frozen Yogurt,3.0,22
zDEzXNbn84HD0lR0KD0seg,Szechuan Hill Chinese Restaurant,Drexel Hill,PA,Restaurants,3.5,53
mtowE4p6gOgyGrHAsMz-rg,Eeffoc Cafe,Wilmington,DE,Food,3.0,31
sDOxVq8gQBpHFYtoxwoLWw,Plume Salon,Philadelphia,PA,Waxing,4.5,138
