city,main_category,is_weekend,context_score,context_count
Nashville,Local Services,0,5.0,2
Nashville,Local Services,1,1.0,1
Nashville,Lounges,0,3.5,4
Nashville,Lounges,1,4.5,2
Nashville,Massage,0,5.0,1
Nashville,Massage,1,5.0,1
Nashville,Mediterranean,0,5.0,2
Nashville,Middle Eastern,0,4.0,8
Nashville,Middle Eastern,1,4.5,2
Nashville,Music Venues,0,4.333333333333333,3
Nashville,Nightlife,0,3.0,11
Nashville,Nightlife,1,3.3333333333333335,6
Nashville,Nurseries & Gardening,0,4.0,2
Nashville,Pets,0,5.0,5
Nashville,Pets,1,4.5,4
Nashville,Pizza,0,3.375,8
Nashville,Pizza,1,4.0,3
Nashville,Playgrounds,0,4.0,2
Nashville,Pop-up Shops,0,2.0,1
Nashville,Professional Services,0,1.5,2
Nashville,Public Services & Government,0,4.0,2
Nashville,Public Services & Government,1,3.5,2
Nashville,Resorts,0,4.333333333333333,3
Nashville,Restaurants,0,3.7045454545454546,88
Nashville,Restaurants,1,3.357142857142857,42
Nashville,Sandwiches,0,3.6666666666666665,3
Nashville,Sandwiches,1,5.0,1
Nashville,Sewing & Alterations,1,5.0,1
Nashville,Shopping,0,4.1,10
Nashville,Shopping,1,3.6666666666666665,6
Nashville,Southern,1,4.0,1
Nashville,Sports Bars,1,5.0,1
Nashville,Stadiums & Arenas,0,3.375,8
Nashville,Stadiums & Arenas,1,5.0,1
Nashville,Steakhouses,0,3.3333333333333335,3
Nashville,Steakhouses,1,4.0,1
Nashville,Sushi Bars,0,3.125,16
Nashville,Sushi Bars,1,4.090909090909091,11
Nashville,Tapas Bars,0,3.3333333333333335,6
Nashville,Tapas Bars,1,4.0,3
Nashville,Tattoo,0,5.0,1
Nashville,Tattoo,1,4.0,1
Nashville,Tex-Mex,0,4.0,9
Nashville,Tex-Mex,1,2.7777777777777777,9
Nashville,Thai,0,4.555555555555555,9
Nashville,Thai,1,4.0,1
Nashville,Trainers,0,5.0,1
Nashville,Trainers,1,5.0,1
Nashville,Vegetarian,0,5.0,2
Nashville,Venues & Event Spaces,0,4.238095238095238,21
Nashville,Venues & Event Spaces,1,4.333333333333333,9
Nashville,Veterinarians,0,4.666666666666667,3
Nashville,Veterinarians,1,4.0,1
Nashville,Vietnamese,0,4.214285714285714,14
Nashville,Vietnamese,1,4.0,6
Nashville,Vinyl Records,1,4.0,1
Nashville,Whiskey Bars,1,4.333333333333333,3
Nashville,Women's Clothing,0,3.3333333333333335,3
New Castle,Appliances,0,4.0,1
New Castle,Appliances,1,4.0,1
New Castle,Chicken Wings,0,3.0,1
New Castle,Coffee & Tea,0,4.0,2
New Castle,Food,0,2.5,4
New Castle,Restaurants,0,5.0,1
New Hope,Chinese,0,2.0,1
New Hope,Food,0,2.0,1
New Hope,Herbs & Spices,0,5.0,1
New Hope,Nightlife,1,4.0,1
New Hope,Pubs,1,4.5,2
New Orleans,Acai Bowls,0,4.5,2
New Orleans,Accessories,0,5.0,1
New Orleans,Active Life,0,3.5,14
New Orleans,Active Life,1,4.5,2
New Orleans,Adult Entertainment,0,4.5,2
New Orleans,Adult Entertainment,1,2.0,2
New Orleans,American (New),0,3.5555555555555554,9
New Orleans,American (New),1,3.8,5
New Orleans,American (Traditional),0,3.375,16
New Orleans,American (Traditional),1,3.6666666666666665,3
New Orleans,Antiques,1,4.0,2
New Orleans,Appliances,0,2.6666666666666665,3
New Orleans,Arts & Crafts,1,4.0,1
New Orleans,Arts & Entertainment,0,3.8333333333333335,6
New Orleans,Arts & Entertainment,1,3.6666666666666665,3
New Orleans,Asian Fusion,0,2.0,1
New Orleans,Auto Glass Services,0,5.0,1
New Orleans,Auto Repair,0,5.0,2
New Orleans,Automotive,0,4.0,2
New Orleans,Automotive,1,4.0,1
New Orleans,Barbeque,0,3.5,10
New Orleans,Barbeque,1,3.5,2
New Orleans,Bars,0,3.688888888888889,45
New Orleans,Bars,1,3.875,8
New Orleans,Beauty & Spas,0,3.8,5
New Orleans,Beauty & Spas,1,5.0,1
New Orleans,Beer,0,3.75,4
New Orleans,Beer,1,2.6666666666666665,3
New Orleans,Boat Charters,0,4.5,4
New Orleans,Boat Charters,1,3.0,2
New Orleans,Breakfast & Brunch,0,3.730769230769231,26
New Orleans,Breakfast & Brunch,1,4.090909090909091,11
New Orleans,Breweries,0,3.2,5
New Orleans,Breweries,1,5.0,2
New Orleans,Burgers,0,3.4375,16
New Orleans,Burgers,1,4.5,2
New Orleans,Cafes,0,4.333333333333333,18
New Orleans,Cafes,1,4.0,4
New Orleans,Cajun/Creole,0,4.4,20
New Orleans,Cajun/Creole,1,3.888888888888889,9
New Orleans,Candy Stores,0,4.0,1
New Orleans,Caterers,0,4.0,4
New Orleans,Chicken Shop,0,4.0,1
New Orleans,Chicken Wings,0,4.25,4
New Orleans,Cocktail Bars,0,4.5,10
New Orleans,Cocktail Bars,1,4.5,2
New Orleans,Coffee & Tea,0,4.166666666666667,12
New Orleans,Coffee & Tea,1,3.8,5
New Orleans,Cultural Center,0,4.333333333333333,3
New Orleans,Cupcakes,0,4.6,5
New Orleans,Cupcakes,1,4.0,1
New Orleans,Delis,0,3.0,1
New Orleans,Dive Bars,0,2.0,1
New Orleans,Dry Cleaning & Laundry,0,5.0,1
New Orleans,Event Planning & Services,0,3.875,8
New Orleans,Event Planning & Services,1,4.333333333333333,3
New Orleans,Fashion,0,4.0,6
New Orleans,Fashion,1,3.75,4
New Orleans,Fast Food,0,2.5,2
New Orleans,Food,0,4.226415094339623,53
New Orleans,Food,1,4.3,30
New Orleans,Food Stands,0,5.0,1
New Orleans,Food Trucks,1,4.0,2
New Orleans,Funeral Services & Cemeteries,0,4.0,2
New Orleans,German,0,3.9767441860465116,43
New Orleans,German,1,4.555555555555555,9
New Orleans,Gyms,1,4.0,1
New Orleans,Hair Removal,0,4.5,2
New Orleans,Hair Salons,0,5.0,1
New Orleans,Hair Salons,1,5.0,1
New Orleans,Hardware Stores,0,5.0,1
New Orleans,Herbs & Spices,0,5.0,1
New Orleans,Historical Tours,0,5.0,1
New Orleans,Hotels,0,4.230769230769231,13
New Orleans,Hotels,1,4.5,4
New Orleans,Hotels & Travel,0,3.9166666666666665,12
New Orleans,Hotels & Travel,1,3.6666666666666665,3
New Orleans,Ice Cream & Frozen Yogurt,0,3.875,8
New Orleans,Ice Cream & Frozen Yogurt,1,4.2,5
New Orleans,Imported Food,0,4.0,1
New Orleans,Japanese,0,2.5,2
New Orleans,Japanese,1,4.0,1
New Orleans,Jazz & Blues,0,4.423076923076923,26
New Orleans,Jazz & Blues,1,4.3,10
New Orleans,Juice Bars & Smoothies,0,4.5,2
New Orleans,Local Services,0,5.0,2
New Orleans,Lounges,0,3.857142857142857,7
New Orleans,Lounges,1,4.5,2
New Orleans,Massage Therapy,0,5.0,1
New Orleans,Men's Clothing,0,2.0,1
New Orleans,Men's Clothing,1,5.0,2
New Orleans,Mexican,0,3.473684210526316,19
New Orleans,Mexican,1,3.6666666666666665,6
New Orleans,Middle Eastern,0,4.0,5
New Orleans,Mini Golf,0,4.0,2
New Orleans,Mini Golf,1,4.0,1
New Orleans,Music Venues,0,3.5714285714285716,7
New Orleans,Music Venues,1,5.0,1
New Orleans,Nail Salons,0,4.5,2
New Orleans,Naturopathic/Holistic,0,5.0,1
New Orleans,Nephrologists,0,4.0,1
New Orleans,Nightlife,0,4.181818181818182,33
New Orleans,Nightlife,1,3.4166666666666665,12
New Orleans,Oil Change Stations,0,2.4,5
New Orleans,Oil Change Stations,1,3.0,1
New Orleans,Parks,0,4.0,2
New Orleans,Personal Chefs,0,4.625,8
New Orleans,Personal Chefs,1,4.0,3
New Orleans,Pet Services,0,5.0,2
New Orleans,Pet Services,1,5.0,1
New Orleans,Pet Stores,0,4.0,1
New Orleans,Pilates,1,4.0,1
New Orleans,Pizza,0,3.6666666666666665,9
New Orleans,Pizza,1,3.5,6
New Orleans,Pubs,0,3.8,5
New Orleans,Pubs,1,4.5,2
New Orleans,Restaurants,0,3.8214285714285716,84
New Orleans,Restaurants,1,3.675675675675676,37
New Orleans,Salad,0,3.2857142857142856,7
New Orleans,Salad,1,3.0,2
New Orleans,Sandwiches,0,4.0,10
New Orleans,Sandwiches,1,3.75,4
New Orleans,Screen Printing,0,5.0,3
New Orleans,Seafood,0,3.5789473684210527,19
New Orleans,Seafood,1,3.8333333333333335,6
New Orleans,Shopping,0,5.0,2
New Orleans,Southern,0,3.888888888888889,9
New Orleans,Southern,1,3.6666666666666665,3
New Orleans,Specialty Food,0,4.214285714285714,14
New Orleans,Specialty Food,1,4.0,4
New Orleans,Stadiums & Arenas,1,4.0,1
New Orleans,Street Vendors,0,4.0,2
New Orleans,Supernatural Readings,0,5.0,1
New Orleans,Tapas/Small Plates,0,4.0,1
New Orleans,Tex-Mex,0,2.8181818181818183,11
New Orleans,Tex-Mex,1,3.5,4
New Orleans,Tires,1,5.0,1
New Orleans,Transportation,0,4.2,5
New Orleans,Transportation,1,3.0,1
New Orleans,Used,0,5.0,1
New Orleans,Vegetarian,0,4.538461538461538,13
New Orleans,Vegetarian,1,4.333333333333333,9
New Orleans,Venues & Event Spaces,0,3.5,4
New Orleans,Venues & Event Spaces,1,4.0,2
New Orleans,Vietnamese,0,3.857142857142857,14
New Orleans,Vietnamese,1,3.6,5
New Palestine,Professional Services,0,5.0,1
New Port Richey,Food,0,5.0,1
New Port Richey,Restaurants,0,4.5,2
New Port Richey,Restaurants,1,4.0,1
New Port Richey,Sushi Bars,0,3.0,1
New Port Richey,Sushi Bars,1,5.0,1
Newark,Computers,0,4.0,1
Newark,Event Planning & Services,0,1.0,1
Newark,Movers,0,5.0,1
Newark,Nightlife,0,5.0,1
Newark,Nightlife,1,5.0,1
Newark,Shopping Centers,0,4.333333333333333,3
Newark,Shopping Centers,1,4.0,1
Newark,Vegetarian,0,4.5,2
Newtown,American (New),0,4.25,4
Newtown,American (New),1,4.666666666666667,3
Newtown,Carpeting,0,5.0,2
Newtown,Coffee & Tea,0,5.0,1
Newtown,Food,0,5.0,1
Newtown,Korean,0,3.3333333333333335,3
Newtown,Restaurants,0,4.5,6
Newtown,Restaurants,1,4.5,2
Newtown Square,Cosmetics & Beauty Supply,0,1.0,1
Newtown Square,Cosmetics & Beauty Supply,1,1.0,1
Newtown Square,Italian,0,3.3333333333333335,3
Newtown Square,Italian,1,5.0,1
Noblesville,Restaurants,1,2.0,1
Nolensville,Bakeries,0,4.0,2
Norristown,Barbeque,0,2.0,1
Norristown,Barbeque,1,4.0,1
Norristown,Car Dealers,0,1.0,1
Norristown,Event Planning & Services,0,5.0,1
Norristown,Hardware Stores,1,1.0,1
Norristown,Indian,0,3.857142857142857,7
Norristown,Pizza,0,4.0,1
Norristown,Restaurants,0,3.75,4
Norristown,Sandwiches,0,4.0,1
Norristown,Seafood,1,4.0,1
Norristown,Sports Bars,0,4.5,2
North Redington Beach,American (New),0,4.0,1
North Wales,Breakfast & Brunch,1,1.0,1
North Wales,Buffets,1,2.0,1
North Wales,Restaurants,0,4.0,3
North Wales,Restaurants,1,2.0,2
O Fallon,Restaurants,0,3.25,4
O Fallon,Restaurants,1,3.0,1
O Fallon,Shopping,0,3.0,1
O Fallon,Thai,0,4.0,4
O Fallon,Thai,1,3.0,1
O'Fallon,Playgrounds,1,1.0,2
O'Fallon,Restaurants,0,3.0,1
Oaklyn,Auto Repair,0,5.0,1
Oaks,Cinema,0,4.0,1
Oaks,Cinema,1,2.0,1
Oaks,Nightlife,1,3.0,1
Oaks,Restaurants,0,1.0,2
Oaks,Restaurants,1,3.0,3
Oaks,Sandwiches,0,4.0,2
Oaks,Thai,1,3.0,1
Oakville,Oil Change Stations,1,4.0,1
Odessa,Restaurants,0,4.0,1
Old Hickory,Restaurants,0,3.0,2
Old Hickory,Restaurants,1,5.0,1
Oldsmar,Chicken Wings,0,3.4,5
Oldsmar,Chinese,0,1.0,1
Oldsmar,Food,0,2.5,2
Oldsmar,Latin American,0,4.0,3
Oldsmar,Latin American,1,2.0,2
Oldsmar,Restaurants,0,4.5,2
Oro Valley,Hotels & Travel,1,2.0,1
Oro Valley,Mexican,0,4.5,2
Oro Valley,Mexican,1,3.0,3
Oro Valley,Pizza,0,4.0,1
Oro Valley,Restaurants,0,4.0,1
Palm Harbor,Day Spas,1,5.0,1
Palm Harbor,Health & Medical,0,4.0,2
Palm Harbor,Italian,0,5.0,1
Palm Harbor,Pubs,1,1.0,1
Palm Harbor,Restaurants,0,3.6666666666666665,3
Palm Harbor,Restaurants,1,4.25,8
Palm Harbor,Specialty Food,0,3.0,2
Palm Harbor,Trainers,0,3.0,2
Palm Harbor,Vegan,0,4.75,4
Palm Harbor,Vegan,1,3.0,1
Palmyra,Jewelry,0,5.0,1
Paoli,Automotive,0,4.0,1
Paoli,Gastropubs,1,5.0,1
Paoli,Restaurants,0,5.0,1
Paoli,Sandwiches,0,5.0,2
Paoli,Sandwiches,1,5.0,1
Paoli,Vietnamese,0,2.8,5
Paoli,Vietnamese,1,3.0,1
Paulsboro,Food,0,4.0,1
Paulsboro,Food,1,3.0,1
Pennington,Food,0,4.0,1
Pennsauken,Discount Store,0,1.0,1
Pennsburg,Restaurants,0,4.0,1
Philadelphia,Active Life,0,4.255813953488372,43
Philadelphia,Active Life,1,4.363636363636363,11
Philadelphia,American (New),0,3.7837837837837838,74
Philadelphia,American (New),1,3.6785714285714284,28
Philadelphia,American (Traditional),0,3.5416666666666665,48
Philadelphia,American (Traditional),1,3.769230769230769,13
Philadelphia,Antiques,0,5.0,3
Philadelphia,Antiques,1,5.0,1
Philadelphia,Apartments,0,5.0,2
Philadelphia,Art Classes,0,5.0,2
Philadelphia,Arts & Crafts,0,5.0,1
Philadelphia,Arts & Crafts,1,1.5,2
Philadelphia,Arts & Entertainment,0,4.241379310344827,29
Philadelphia,Arts & Entertainment,1,4.25,4
Philadelphia,Asian Fusion,0,4.16,25
Philadelphia,Asian Fusion,1,3.5714285714285716,7
Philadelphia,Auto Parts & Supplies,0,4.0,1
Philadelphia,Automotive,0,4.2,5
Philadelphia,Automotive,1,4.8,5
Philadelphia,Bakeries,0,3.5555555555555554,9
Philadelphia,Bakeries,1,4.0,3
Philadelphia,Barbers,0,4.0,1
Philadelphia,Barbers,1,5.0,1
Philadelphia,Bars,0,3.7281553398058254,103
Philadelphia,Bars,1,3.774193548387097,31
Philadelphia,Beauty & Spas,0,3.8333333333333335,24
Philadelphia,Beauty & Spas,1,4.166666666666667,6
Philadelphia,Beer,0,4.5588235294117645,34
Philadelphia,Beer,1,4.857142857142857,7
Philadelphia,Beer Bar,1,1.0,1
Philadelphia,Bike Repair/Maintenance,0,4.666666666666667,3
Philadelphia,Bikes,0,3.5,2
Philadelphia,Body Shops,0,3.5,2
Philadelphia,Bookstores,0,4.6,5
Philadelphia,Bookstores,1,5.0,1
Philadelphia,Breakfast & Brunch,0,3.413793103448276,29
Philadelphia,Breakfast & Brunch,1,3.5384615384615383,13
Philadelphia,Bridal,0,3.0,1
Philadelphia,Bubble Tea,0,3.4,10
Philadelphia,Bubble Tea,1,4.0,1
Philadelphia,Burgers,0,3.8636363636363638,44
Philadelphia,Burgers,1,3.9285714285714284,14
Philadelphia,Cafes,0,4.5,6
Philadelphia,Cafes,1,5.0,2
Philadelphia,Cantonese,0,2.0,2
Philadelphia,Car Dealers,0,2.0,1
Philadelphia,Car Rental,0,2.6666666666666665,3
Philadelphia,Caribbean,0,2.8461538461538463,13
Philadelphia,Caribbean,1,1.8,5
Philadelphia,Caterers,0,4.666666666666667,6
Philadelphia,Cheesesteaks,0,3.25,4
Philadelphia,Cheesesteaks,1,3.0,4
Philadelphia,Chicken Wings,0,4.2,5
Philadelphia,Chicken Wings,1,5.0,1
Philadelphia,Chinese,0,4.0,17
Philadelphia,Chinese,1,3.0,6
Philadelphia,Cocktail Bars,0,4.0,2
Philadelphia,Cocktail Bars,1,4.0,4
Philadelphia,Coffee & Tea,0,3.210526315789474,19
Philadelphia,Coffee & Tea,1,3.5714285714285716,7
Philadelphia,Contractors,0,4.0,14
Philadelphia,Contractors,1,4.0,3
Philadelphia,Convenience Stores,0,4.0,1
Philadelphia,Cooking Schools,1,4.0,1
Philadelphia,Cosmetics & Beauty Supply,0,1.0,1
Philadelphia,Cupcakes,1,4.0,1
Philadelphia,Dance Clubs,1,2.0,1
Philadelphia,Dance Studios,0,4.0,1
Philadelphia,Delis,0,3.8461538461538463,13
Philadelphia,Delis,1,4.0,3
Philadelphia,Desserts,0,4.0,3
Philadelphia,Desserts,1,5.0,1
Philadelphia,Dim Sum,0,3.2857142857142856,7
Philadelphia,Dim Sum,1,3.375,8
Philadelphia,Diners,0,4.6,5
Philadelphia,Diners,1,4.0,1
Philadelphia,Dive Bars,0,1.0,1
Philadelphia,Dog Walkers,0,5.0,1
Philadelphia,Dog Walkers,1,5.0,1
Philadelphia,Endodontists,0,5.0,1
Philadelphia,Endodontists,1,4.0,1
Philadelphia,Event Planning & Services,0,3.6666666666666665,60
Philadelphia,Event Planning & Services,1,4.0,14
Philadelphia,Eyewear & Opticians,0,5.0,2
Philadelphia,Eyewear & Opticians,1,5.0,1
Philadelphia,Fashion,0,4.4,5
Philadelphia,Fashion,1,5.0,2
Philadelphia,Fast Food,0,4.0,1
Philadelphia,Fast Food,1,4.0,1
Philadelphia,Financial Services,0,2.0,3
Philadelphia,Financial Services,1,1.0,1
Philadelphia,Food,0,3.778481012658228,158
Philadelphia,Food,1,4.115384615384615,52
Philadelphia,Food Court,0,1.0,1
Philadelphia,Food Delivery Services,0,3.0,10
Philadelphia,Food Delivery Services,1,4.0,2
Philadelphia,Food Stands,0,3.0,15
Philadelphia,Food Stands,1,3.0,3
Philadelphia,Food Trucks,0,4.428571428571429,14
Philadelphia,Food Trucks,1,4.0,2
Philadelphia,French,0,2.0,1
Philadelphia,French,1,2.0,1
Philadelphia,Furniture Stores,0,5.0,2
Philadelphia,Furniture Stores,1,5.0,1
Philadelphia,General Dentistry,0,5.0,4
Philadelphia,Gift Shops,1,4.0,1
Philadelphia,Gluten-Free,0,5.0,2
Philadelphia,Gluten-Free,1,4.666666666666667,3
Philadelphia,Grocery,0,4.4,15
Philadelphia,Grocery,1,3.3333333333333335,3
Philadelphia,Gun/Rifle Ranges,0,2.5,2
Philadelphia,Gyms,0,3.3333333333333335,9
Philadelphia,Hair Extensions,0,4.0,1
Philadelphia,Hair Salons,0,4.230769230769231,13
Philadelphia,Hair Salons,1,5.0,1
Philadelphia,Hair Stylists,0,4.125,8
Philadelphia,Halal,0,5.0,4
Philadelphia,Halal,1,5.0,1
Philadelphia,Hardware Stores,0,4.4,5
Philadelphia,Hardware Stores,1,5.0,2
Philadelphia,Health & Medical,0,3.9166666666666665,12
Philadelphia,Health & Medical,1,5.0,2
Philadelphia,Hiking,0,5.0,2
Philadelphia,Hiking,1,4.0,2
Philadelphia,Home & Garden,0,4.5,2
Philadelphia,Home & Garden,1,5.0,1
Philadelphia,Home Decor,0,4.0,1
Philadelphia,Home Decor,1,4.5,2
Philadelphia,Home Services,0,1.3333333333333333,3
Philadelphia,Home Services,1,3.3333333333333335,3
Philadelphia,Hospitals,0,2.6666666666666665,3
Philadelphia,Hot Dogs,0,4.0,10
Philadelphia,Hot Dogs,1,3.0,1
Philadelphia,Hotels,0,4.333333333333333,3
Philadelphia,Hotels,1,4.0,1
Philadelphia,Hotels & Travel,0,4.375,8
Philadelphia,Hotels & Travel,1,4.8,5
Philadelphia,Ice Cream & Frozen Yogurt,0,4.117647058823529,17
Philadelphia,Ice Cream & Frozen Yogurt,1,4.0,4
Philadelphia,Indian,0,3.3333333333333335,6
Philadelphia,Indian,1,4.5,2
Philadelphia,Indonesian,0,4.142857142857143,7
Philadelphia,Indonesian,1,4.0,2
Philadelphia,Internal Medicine,0,5.0,2
Philadelphia,Italian,0,3.857142857142857,84
Philadelphia,Italian,1,3.875,24
Philadelphia,Japanese,0,3.1818181818181817,11
Philadelphia,Japanese,1,5.0,2
Philadelphia,Juice Bars & Smoothies,0,4.375,8
Philadelphia,Juice Bars & Smoothies,1,4.285714285714286,7
Philadelphia,Karaoke,0,3.0,2
Philadelphia,Karaoke,1,5.0,1
Philadelphia,Keys & Locksmiths,0,4.0,1
Philadelphia,Korean,0,4.368421052631579,19
Philadelphia,Korean,1,4.6,5
Philadelphia,Landmarks & Historical Buildings,0,3.3333333333333335,3
Philadelphia,Landmarks & Historical Buildings,1,5.0,1
Philadelphia,Latin American,0,4.6,5
Philadelphia,Latin American,1,4.0,1
Philadelphia,Local Flavor,0,4.2727272727272725,11
Philadelphia,Local Flavor,1,4.0,3
Philadelphia,Local Services,0,4.428571428571429,7
Philadelphia,Local Services,1,4.0,4
Philadelphia,Lounges,0,3.909090909090909,22
Philadelphia,Lounges,1,3.125,8
Philadelphia,Makeup Artists,0,4.222222222222222,9
Philadelphia,Makeup Artists,1,2.0,1
Philadelphia,Malaysian,0,3.8333333333333335,30
Philadelphia,Malaysian,1,3.769230769230769,13
Philadelphia,Massage,0,5.0,1
Philadelphia,Massage,1,4.0,2
Philadelphia,Medical Supplies,0,5.0,1
Philadelphia,Mediterranean,0,4.033333333333333,30
Philadelphia,Mediterranean,1,4.333333333333333,18
Philadelphia,Men's Clothing,1,4.0,1
Philadelphia,Mexican,0,3.719298245614035,57
Philadelphia,Mexican,1,3.6,15
Philadelphia,Middle Eastern,1,4.0,1
Philadelphia,Mobile Phones,0,2.0,2
Philadelphia,Moroccan,0,4.5,2
Philadelphia,Moroccan,1,4.0,1
Philadelphia,Movers,0,5.0,1
Philadelphia,Movers,1,5.0,1
Philadelphia,Museums,0,5.0,1
Philadelphia,Music & DVDs,0,4.0,1
Philadelphia,Music & DVDs,1,3.3333333333333335,3
Philadelphia,Nail Salons,0,4.0,3
Philadelphia,Nail Salons,1,4.0,1
Philadelphia,New Mexican Cuisine,0,4.0,1
Philadelphia,New Mexican Cuisine,1,4.5,2
Philadelphia,Nightlife,0,3.5058823529411764,85
Philadelphia,Nightlife,1,3.0526315789473686,19
Philadelphia,Noodles,0,3.0,1
Philadelphia,Noodles,1,5.0,1
Philadelphia,Orthodontists,0,5.0,3
Philadelphia,Packing Services,0,5.0,1
Philadelphia,Paddleboarding,0,4.0,2
Philadelphia,Paddleboarding,1,5.0,1
Philadelphia,Pakistani,0,3.8,5
Philadelphia,Pakistani,1,4.0,2
Philadelphia,Pediatricians,0,5.0,3
Philadelphia,Pediatricians,1,5.0,1
Philadelphia,Performing Arts,0,3.5,4
Philadelphia,Performing Arts,1,3.0,2
Philadelphia,Pet Services,0,4.0,1
Philadelphia,Pet Stores,0,4.625,8
Philadelphia,Pet Stores,1,5.0,1
Philadelphia,Pets,0,4.8,5
Philadelphia,Pets,1,5.0,3
Philadelphia,Pizza,0,3.491228070175439,57
Philadelphia,Pizza,1,3.4705882352941178,17
Philadelphia,Professional Sports Teams,0,2.5,2
Philadelphia,Professional Sports Teams,1,2.0,2
Philadelphia,Propane,0,1.0,2
Philadelphia,Public Services & Government,0,5.0,1
Philadelphia,Public Transportation,0,3.6666666666666665,12
Philadelphia,Public Transportation,1,4.0,6
Philadelphia,Pubs,0,4.0,1
Philadelphia,Ramen,0,5.0,1
Philadelphia,Real Estate,0,1.0,1
Philadelphia,Real Estate Agents,0,5.0,1
Philadelphia,Real Estate Agents,1,5.0,1
Philadelphia,Real Estate Services,0,5.0,1
Philadelphia,Rehabilitation Center,0,4.0,1
Philadelphia,Restaurants,0,3.891089108910891,505
Philadelphia,Restaurants,1,3.7151515151515153,165
Philadelphia,Salad,1,4.0,1
Philadelphia,Salvadoran,0,4.0,1
Philadelphia,Sandwiches,0,3.639344262295082,61
Philadelphia,Sandwiches,1,4.0,15
Philadelphia,Seafood,0,3.9583333333333335,24
Philadelphia,Seafood,1,3.727272727272727,11
Philadelphia,Security Systems,0,2.8,5
Philadelphia,Security Systems,1,1.0,1
Philadelphia,Shoe Stores,0,5.0,1
Philadelphia,Shopping,0,3.64,25
Philadelphia,Shopping,1,4.0,8
Philadelphia,Skin Care,0,4.333333333333333,6
Philadelphia,Skin Care,1,4.5,4
Philadelphia,Soup,0,3.2857142857142856,7
Philadelphia,Soup,1,3.0,4
Philadelphia,Southern,0,4.217391304347826,46
Philadelphia,Southern,1,3.625,24
Philadelphia,Specialty Food,0,5.0,1
Philadelphia,Specialty Food,1,4.4,5
Philadelphia,Specialty Schools,0,3.5,4
Philadelphia,Specialty Schools,1,4.25,4
Philadelphia,Sporting Goods,1,1.0,1
Philadelphia,Sports Bars,0,3.0,1
Philadelphia,Spray Tanning,0,4.0,1
Philadelphia,Steakhouses,0,4.0,3
Philadelphia,Steakhouses,1,3.4,5
Philadelphia,Sushi Bars,0,3.5384615384615383,26
Philadelphia,Sushi Bars,1,2.909090909090909,11
Philadelphia,Tacos,0,4.117647058823529,17
Philadelphia,Tacos,1,3.3333333333333335,3
Philadelphia,Taiwanese,0,3.6666666666666665,3
Philadelphia,Taiwanese,1,4.142857142857143,7
Philadelphia,Tapas Bars,0,4.333333333333333,3
Philadelphia,Tattoo,0,3.5,2
Philadelphia,Tea Rooms,0,4.0,5
Philadelphia,Telecommunications,1,1.0,1
Philadelphia,Tex-Mex,0,3.6666666666666665,3
Philadelphia,Tex-Mex,1,2.5,2
Philadelphia,Thai,0,4.052631578947368,19
Philadelphia,Thai,1,3.6666666666666665,6
Philadelphia,Thrift Stores,0,5.0,1
Philadelphia,Tires,0,3.3333333333333335,3
Philadelphia,Tobacco Shops,0,4.75,4
Philadelphia,Tours,0,4.0,2
Philadelphia,Trinidadian,0,3.0,1
Philadelphia,Urgent Care,0,1.0,1
Philadelphia,Urgent Care,1,1.0,1
Philadelphia,Used,0,3.5,2
Philadelphia,Vegan,0,5.0,1
Philadelphia,Vegan,1,2.0,1
Philadelphia,Vegetarian,0,3.8,5
Philadelphia,Vegetarian,1,3.0,1
Philadelphia,Venues & Event Spaces,0,2.5,2
Philadelphia,Veterinarians,0,4.2,5
Philadelphia,Veterinarians,1,5.0,1
Philadelphia,Vietnamese,0,4.0,11
Philadelphia,Vietnamese,1,3.5,8
Philadelphia,Waxing,0,4.75,4
Philadelphia,Waxing,1,5.0,2
Philadelphia,Wedding Planning,0,5.0,1
Philadelphia,Wine Bars,0,4.0,9
Philadelphia,Women's Clothing,0,5.0,1
Phoenixville,Beauty & Spas,0,4.0,2
Phoenixville,Food,0,4.0,1
Phoenixville,Latin American,0,5.0,1
Phoenixville,Restaurants,0,3.0,1
Phoenixville,Restaurants,1,4.0,1
Phoenixville,Salad,0,4.5,2
Phoenixville,Shopping,0,4.0,2
Phoenixville,Thai,0,4.0,7
Phoenixville,Thai,1,4.0,1
Phoenixville,Wine Bars,1,3.3333333333333335,3
Pike Creek,Pizza,0,4.0,1
Pinellas Park,Accessories,0,1.0,1
Pinellas Park,Accessories,1,5.0,1
Pinellas Park,Barbeque,0,4.666666666666667,3
Pinellas Park,Barbeque,1,4.0,3
Pinellas Park,Car Dealers,1,5.0,1
Pinellas Park,Delis,1,5.0,1
Pinellas Park,Event Planning & Services,0,4.0,1
Pinellas Park,Fast Food,1,4.0,1
Pinellas Park,Food,0,3.3333333333333335,12
Pinellas Park,Food,1,4.25,8
Pinellas Park,Mexican,0,5.0,1
Pinellas Park,Mexican,1,4.0,3
Pinellas Park,Nightlife,0,3.25,4
Pinellas Park,Nightlife,1,4.0,2
Pinellas Park,Restaurants,0,1.5,2
Pinellas Park,Restaurants,1,4.0,2
Pinellas Park,Skin Care,1,5.0,1
Pipersville,Street Vendors,1,3.0,1
Pitman,Cinema,0,4.0,1
Pitman,Restaurants,1,4.0,1
Plainfield,Bars,0,2.0,4
Plainfield,Caterers,0,4.5,2
Plainfield,Food,0,1.0,1
